index,sentence,year,label,orig_index,pred,score,pred_0,pred_1,pred_2,source
608,"Obviously, productivity growth generated through this rationalization process will not have the direct demand-augmenting effect of productivity increases realized through more rapid investment spending.",2020,2,589,2,0.9996603727340698,0,0,1,train
615,"Nonetheless, the potential for significant further weakening in housing activity and home prices represented a downside risk to the economic outlook.",2021,0,583,0,0.9994435906410217,1,0,0,train
948,"U.S. monetary policy responded to these global ""headwinds,"" helping stave off actual contractions of U.S. activity.",2000,0,919,0,0.9994582533836365,1,0,0,train
583,"Moving to such a system would require assigning monetary policy to the task of targeting exchange rates, and countries are free to do so if they wish.",2013,2,565,2,0.999352753162384,0,0,1,train
187,"Certainly, if we are to remain preeminent in transforming knowledge into economic value, the U.S. system of higher education must remain the world's leader in generating scientific and technological breakthroughs and in preparing workers to meet the evolving demands for skilled labor.",2007,2,185,2,0.9993956089019775,0,0,1,train
178,"Despite a recent uptick in consumer prices, year-over-year consumer inflation remained at a very low level.",1999,0,172,0,0.9275429844856262,1,0,0,train
670,Participants commented that demand for labor continued to outstrip available supply across many parts of the economy and that their business contacts continued to report difficulties in hiring and retaining workers.,1998,2,635,2,0.9989901185035706,0,0,1,train
191,"Energy prices were moderating noticeably in response to lower worldwide demand, and core price inflation remained subdued.",2005,0,182,0,0.9803515076637268,1,0,0,train
1112,"With regard to the federal sector, spending related to last year’s hurricanes appeared likely to abate, and federal expenditures overall would probably be providing less impetus to aggregate demand going forward.",2015,0,1051,0,0.9826755523681641,1,0,0,train
322,"In contrast, some other participants judged that the economy had not yet reached maximum employment.",2018,0,307,0,0.9923626184463501,1,0,0,train
875,This change has led many governments to be more willing to adopt institutional changes to improve central bank governance that have bolstered central bank credibility for maintaining low inflation.,2003,1,848,1,0.9986263513565063,0,1,0,train
99,"By getting unemployment down, we hope to bring back to work some of the people who’ve been out of work as long as they have and, in that respect, try to avoid the longer-term consequences of people being out of work for months at a time.",2017,0,95,0,0.9979416728019714,1,0,0,train
968,The significant decreases that had occurred in the prices of fuel oil and gasoline were a positive factor that would continue to bolster household spending for a while.,1997,2,914,1,0.9913758635520935,0,1,0,train
500,"Many noted that the slowdown could be a temporary aberration and that other labor market indicators--such as new claims for unemployment insurance, the rate of job openings, and readings on consumers' perceptions of the labor market--remained positive.",2013,2,479,2,0.9988182187080383,0,0,1,train
236,"Even with generous allowances for structural change, labor utilization would seem to be at a level that might eventually begin to put persistent and growing pressure on labor costs and prices.",2003,1,232,1,0.9987727999687195,0,1,0,train
902,The external sector was projected to continue to support domestic economic activity throughout the forecast period.,2021,2,852,2,0.999703586101532,0,0,1,train
397,"In addition to directly affecting longer-term interest rates, changes to the balance sheet could serve to reinforce policy communication associated with the short-term rate.",2021,2,385,2,0.9997684359550476,0,0,1,train
661,Productivity is a cyclical variable that typically falls in recessions.,2001,2,640,2,0.999483585357666,0,0,1,train
645,"Overall, though shifts in business attitudes are difficult to measure, I believe that markets reward businesses that outperform their competitors and that, as demand picks up, companies will respond to opportunities to incorporate technological advances in production, communication, and organization.",2007,2,624,2,0.9993067979812622,0,0,1,train
804,"The more inflation rose, the more people came to expect it to remain high, and they built that belief into wage and pricing decisions.",2005,1,781,1,0.9994602799415588,0,1,0,train
782,The evidence suggests that new technology often results in more growth in employment in innovating industries.,2013,2,759,2,0.9996471405029297,0,0,1,train
482,"Indeed, just recently, the National Bureau of Economic Research's Business Cycle Dating Committee determined that the recession that began in March of last year ended in April, making it not only the deepest recession on record, but also the briefest.2 Moreover, with the development and distribution of several remarkably effective vaccines, the monetary and fiscal policies presently in place should continue to support the strong expansion in economic activity that is expected to be realized this year, although, obviously, the rapid spread of the Delta variant among the still considerable fraction of the population that is unvaccinated is clearly a downside risk for the outlook.",2005,0,466,0,0.9967643022537231,1,0,0,train
202,"Consumer sentiment remains solid, and the employment picture is positive.",2019,1,200,1,0.9972925782203674,0,1,0,train
722,Readings on consumer price inflation had picked up somewhat mainly because of increases in oil and gasoline prices earlier in the year.,2008,1,685,1,0.9992977380752563,0,1,0,train
718,"Pursuant to the Committee's instructions in March, the staff had activated its study of the possible employment of mortgage-backed securities guaranteed by the Government National Mortgage Association (Ginnie Maes) in outright System open market operations.",2005,2,682,2,0.99978107213974,0,0,1,train
662,"Participants agreed to continue to explore ways to increase transparency and clarity in the Committee's policy communications, and they indicated a willingness to look into modifications to the SEP. At the end of the discussion, the Chairman asked the subcommittee on communications to explore potential approaches to providing more information about the Committee's collective judgment regarding the economic outlook and appropriate monetary policy through the SEP.",2004,2,628,2,0.9997628331184387,0,0,1,train
